latitude;longitude
44.8783715;39.190172
44.6098268;40.1006527
51.958268100000005;85.9602957
52.4920914;82.7794145
53.3481145;83.7798362
51.9960534;84.9840343
52.5393683;85.2138852
50.9979032;81.4643059
53.7063495;84.9314703
51.1580235;82.18724759999999
53.791545400000004;81.3545173
53.4120811;83.9311249
51.5013075;81.20777290000001
52.999305299999996;78.64596740000002
52.9251728;78.57298979999999
50.921223499999996;128.4738742
50.2905935;127.5272186
50.1064678;129.43928970000002
53.733915100000004;127.26580790000001
49.7941882;129.4112149
51.361264;128.1218995
53.987100399999996;123.943729
55.15464010000001;124.74686340000001
51.7624346;128.121972
52.0052856;127.70065590000002
64.5392985;40.5170083
61.066005700000005;42.103285799999995
61.5008762;38.9636415
61.2885993;47.1002315
61.25298420000001;46.633191499999995
65.83983860000001;44.2531865
62.7644267;40.3359976
64.4136023;40.820800299999995
61.6653735;40.2061699
63.9163966;38.0805749
64.56253000000001;39.8182715
61.3318091;46.920351000000004
62.105742299999996;42.89959
46.3655808;48.0559979
48.2753078;46.1906741
48.5865618;45.7367908
46.1105429;48.0732724
46.6916597;47.8501624
47.4089187;47.2524467
55.89976;53.9221149
52.5912632;58.3111995
54.1033832;54.1111878
53.967592700000004;58.4099562
55.415710700000005;55.55823349999999
55.0499592;55.955309
54.22276170000001;55.0313419
55.484804700000005;54.8524875
53.454631400000004;56.043874
52.7565537;55.796991500000004
54.23968299999999;57.961459999999995
52.9590637;55.9283483
56.08830749999999;54.24833910000001
54.4815344;53.465661100000005
53.3616311;55.9245559
52.7205811;58.6663303
53.6302498;55.93157070000001
54.5999889;53.6949081
54.734853;55.9578647
54.306696499999994;59.412655900000004
56.2650336;54.929831400000005
50.6299932;38.6881776
50.5977351;36.585823600000005
50.6483899;38.4006203
50.2112799;38.0998765
50.486269899999996;35.666295700000006
51.283636200000004;37.534760799999994
50.8130123;37.189654299999994
50.7635162;37.8774026
51.2965991;37.8349849
50.7845571;36.488661900000004
50.4005506;36.8877988
53.2420071;34.3652716
53.595828299999994;34.355092
53.5341219;33.730216600000006
52.426590600000004;31.7360386
53.1297194;34.988785899999996
52.7529052;32.2339161
53.060064399999995;32.8467217
52.537142599999996;31.9356826
52.91547239999999;33.4744608
52.148421500000005;34.491819799999995
53.3738801;34.1059226
52.5851881;32.7603628
53.017123899999994;32.393835100000004
52.5791314;33.7660013
52.846066500000006;32.6757071
53.4554552;34.4158537
51.7113066;105.8673633
51.2865751;106.52307320000001
50.3726774;103.2867452
50.3466291;106.4534938
55.6357165;109.33626059999999
51.8334378;107.5841511
56.3919652;38.711034999999995
56.1281561;40.4082995
56.297652799999994;42.2687311
56.2021059;42.692516999999995
55.619806499999996;40.6578769
56.348871200000005;40.9955682
56.3133447;38.70342670000001
56.14852629999999;38.8635035
56.3553895;41.3169568
56.332761600000005;39.391201
55.9336424;39.624821999999995
55.4525994;40.612436200000005
56.01806139999999;39.9564706
55.3387017;41.634124
55.563227600000005;42.023006
55.9297657;39.45079129999999
55.9167118;39.1733641
55.996103399999996;40.3323247
55.993798;40.0180034
56.37500010000001;38.583938
55.949897;40.85633920000001
56.4273814;40.4525581
56.4938067;39.6679311
48.7072005;44.5170207
48.7978483;44.7462417
49.055534200000004;44.827081299999996
50.976756099999996;44.78576939999999
48.688756899999994;43.5306866
50.0651261;45.3843816
47.6310808;43.133119799999996
50.3205433;44.8031864
48.7068777;44.5631799
48.6936234;45.1992835
50.0708749;43.240084700000004
50.01669520000001;45.4733204
50.5296873;42.6666038
50.0501422;46.8803355
50.1380355;45.2091455
49.566286;42.7360013
48.6189756;42.85413079999999
50.790476700000006;42.028858899999996
49.7647809;43.6648936
59.389309;35.9378318
60.0307914;37.7891123
60.7603243;46.3053893
59.2484186;39.8356461
61.0064157;36.4495835
58.8757657;40.248477
59.50379470000001;40.3440473
59.8590353;38.3749854
60.9613991;46.481465
59.5350162;45.457546799999996
59.47591559999999;40.1114414
59.9735051;42.7589701
58.8383671;36.44250460000001
59.9477728;40.2000794
59.1269214;37.9092243
51.090204799999995;40.0320014
49.9352997;40.5592467
51.3654619;42.100947
50.8313227;40.5977541
51.6592378;39.1968284
50.424121299999996;41.01628579999999
50.9944734;39.518302
51.3092463;39.2162865
51.0953461;41.617371399999996
50.8678083;39.0406398
50.4533684;40.136908700000006
51.1953446;42.2472432
50.170089000000004;39.6225534
51.695184600000005;39.0189797
51.831024;40.8074054
42.8213799;47.11644520000001
42.1151021;48.1939983
42.058935;48.2908653
42.565098;47.871002000000004
42.8916599;47.6366674
43.2039094;46.872931099999995
43.8483915;46.7232828
42.98485720000001;47.504630299999995
43.2505191;46.5852276
